"gene_symbol","present_in_gpl14951_symbol_or_ilmn_gene","intentionally_modernized"
"SLC2A1",TRUE,FALSE
"SLC2A10",TRUE,FALSE
"SLC2A11",TRUE,FALSE
"SLC2A12",TRUE,FALSE
"SLC2A13",TRUE,FALSE
"SLC2A14",TRUE,FALSE
"SLC2A2",TRUE,FALSE
"SLC2A3",TRUE,FALSE
"SLC2A4",TRUE,FALSE
"SLC2A4RG",TRUE,FALSE
"SLC2A5",TRUE,FALSE
"SLC2A6",TRUE,FALSE
"SLC2A7",TRUE,FALSE
"SLC2A8",TRUE,FALSE
"SLC2A9",TRUE,FALSE
"SLC30A1",TRUE,FALSE
"SLC30A10",TRUE,FALSE
"SLC30A2",TRUE,FALSE
"SLC30A3",TRUE,FALSE
"SLC30A4",TRUE,FALSE
"SLC30A5",TRUE,FALSE
"SLC30A6",TRUE,FALSE
"SLC30A7",TRUE,FALSE
"SLC30A8",TRUE,FALSE
"SLC30A9",TRUE,FALSE
"SLC31A1",TRUE,FALSE
"SLC31A2",TRUE,FALSE
"SLC32A1",TRUE,FALSE
"SLC33A1",TRUE,FALSE
"SLC34A1",TRUE,FALSE
"SLC34A2",TRUE,FALSE
"SLC34A3",TRUE,FALSE
"SLC35A1",TRUE,FALSE
"SLC35A2",TRUE,FALSE
"SLC35A3",TRUE,FALSE
"SLC35A4",TRUE,FALSE
"SLC35A5",TRUE,FALSE
"SLC35B1",TRUE,FALSE
"SLC35B2",TRUE,FALSE
"SLC35B3",TRUE,FALSE
"SLC35B4",TRUE,FALSE
"SLC35C1",TRUE,FALSE
"SLC35C2",TRUE,FALSE
"SLC35D1",TRUE,FALSE
"SLC35D2",TRUE,FALSE
"SLC35D3",TRUE,FALSE
"SLC35E1",TRUE,FALSE
"SLC35E2",TRUE,FALSE
"SLC35E3",TRUE,FALSE
"SLC35E4",TRUE,FALSE
"SLC35F1",TRUE,FALSE
"SLC35F2",TRUE,FALSE
"SLC35F3",TRUE,FALSE
"SLC35F4",TRUE,FALSE
"SLC35F5",TRUE,FALSE
"SLC36A1",TRUE,FALSE
"SLC36A2",TRUE,FALSE
"SLC36A3",TRUE,FALSE
"SLC36A4",TRUE,FALSE
"SLC37A1",TRUE,FALSE
"SLC37A2",TRUE,FALSE
"SLC37A3",TRUE,FALSE
"SLC37A4",TRUE,FALSE
"SLC38A1",TRUE,FALSE
"SLC38A10",TRUE,FALSE
"SLC38A11",TRUE,FALSE
"SLC38A2",TRUE,FALSE
"SLC38A3",TRUE,FALSE
"SLC38A4",TRUE,FALSE
"SLC38A5",TRUE,FALSE
"SLC38A6",TRUE,FALSE
"SLC38A7",TRUE,FALSE
"SLC38A8",TRUE,FALSE
"SLC38A9",TRUE,FALSE
"SLC39A1",TRUE,FALSE
"SLC39A10",TRUE,FALSE
"SLC39A11",TRUE,FALSE
"SLC39A12",TRUE,FALSE
"SLC39A13",TRUE,FALSE
"SLC39A14",TRUE,FALSE
"SLC39A2",TRUE,FALSE
"SLC39A3",TRUE,FALSE
"SLC39A4",TRUE,FALSE
"SLC39A5",TRUE,FALSE
"SLC39A6",TRUE,FALSE
"SLC39A7",TRUE,FALSE
"SLC39A8",TRUE,FALSE
"SLC39A9",TRUE,FALSE
"SLC3A1",TRUE,FALSE
"SLC3A2",TRUE,FALSE
"SLC40A1",TRUE,FALSE
"SLC41A1",TRUE,FALSE
"SLC41A2",TRUE,FALSE
"SLC41A3",TRUE,FALSE
"SLC43A1",TRUE,FALSE
"SLC43A2",TRUE,FALSE
"SLC43A3",TRUE,FALSE
"SLC44A1",TRUE,FALSE
"SLC44A2",TRUE,FALSE
"SLC44A3",TRUE,FALSE
"SLC44A4",TRUE,FALSE
"SLC44A5",TRUE,FALSE
"SLC45A1",TRUE,FALSE
"SLC45A2",TRUE,FALSE
"SLC45A3",TRUE,FALSE
"SLC45A4",TRUE,FALSE
"SLC46A1",TRUE,FALSE
"SLC46A2",TRUE,FALSE
"SLC46A3",TRUE,FALSE
"SLC47A1",TRUE,FALSE
"SLC47A2",TRUE,FALSE
"SLC48A1",TRUE,FALSE
"SLC4A1",TRUE,FALSE
"SLC4A10",TRUE,FALSE
"SLC4A11",TRUE,FALSE
"SLC4A1AP",TRUE,FALSE
"SLC4A2",TRUE,FALSE
"SLC4A3",TRUE,FALSE
"SLC4A4",TRUE,FALSE
"SLC4A5",TRUE,FALSE
"SLC4A7",TRUE,FALSE
"SLC4A8",TRUE,FALSE
"SLC4A9",TRUE,FALSE
"SLC5A1",TRUE,FALSE
"SLC5A10",TRUE,FALSE
"SLC5A11",TRUE,FALSE
"SLC5A12",TRUE,FALSE
"SLC5A2",TRUE,FALSE
"SLC5A3",TRUE,FALSE
"SLC5A4",TRUE,FALSE
"SLC5A5",TRUE,FALSE
"SLC5A6",TRUE,FALSE
"SLC5A7",TRUE,FALSE
"SLC5A8",TRUE,FALSE
"SLC5A9",TRUE,FALSE
"SLC6A1",TRUE,FALSE
"SLC6A10P",TRUE,FALSE
"SLC6A11",TRUE,FALSE
"SLC6A12",TRUE,FALSE
"SLC6A13",TRUE,FALSE
"SLC6A14",TRUE,FALSE
"SLC6A15",TRUE,FALSE
"SLC6A16",TRUE,FALSE
"SLC6A17",TRUE,FALSE
"SLC6A18",TRUE,FALSE
"SLC6A19",TRUE,FALSE
"SLC6A2",TRUE,FALSE
"SLC6A20",TRUE,FALSE
"SLC6A3",TRUE,FALSE
"SLC6A4",TRUE,FALSE
"SLC6A5",TRUE,FALSE
"SLC6A6",TRUE,FALSE
"SLC6A7",TRUE,FALSE
"SLC6A8",TRUE,FALSE
"SLC6A9",TRUE,FALSE
"SLC7A1",TRUE,FALSE
"SLC7A10",TRUE,FALSE
"SLC7A11",TRUE,FALSE
"SLC7A13",TRUE,FALSE
"SLC7A14",TRUE,FALSE
"SLC7A2",TRUE,FALSE
"SLC7A3",TRUE,FALSE
"SLC7A4",TRUE,FALSE
"SLC7A5",TRUE,FALSE
"SLC7A5P1",TRUE,FALSE
"SLC7A6",TRUE,FALSE
"SLC7A6OS",TRUE,FALSE
"SLC7A7",TRUE,FALSE
"SLC7A8",TRUE,FALSE
"SLC7A9",TRUE,FALSE
"SLC8A1",TRUE,FALSE
"SLC8A2",TRUE,FALSE
"SLC8A3",TRUE,FALSE
"SLC9A1",TRUE,FALSE
"SLC9A10",TRUE,FALSE
"SLC9A11",TRUE,FALSE
"SLC9A2",TRUE,FALSE
"SLC9A3",TRUE,FALSE
"SLC9A3R1",TRUE,FALSE
"SLC9A3R2",TRUE,FALSE
"SLC9A4",TRUE,FALSE
"SLC9A5",TRUE,FALSE
"SLC9A6",TRUE,FALSE
"SLC9A7",TRUE,FALSE
"SLC9A8",TRUE,FALSE
"SLC9A9",TRUE,FALSE
"SLCO1A2",TRUE,FALSE
"SLCO1B1",TRUE,FALSE
"SLCO1B3",TRUE,FALSE
"SLCO1C1",TRUE,FALSE
"SLCO2A1",TRUE,FALSE
"SLCO2B1",TRUE,FALSE
"SLCO3A1",TRUE,FALSE
"SLCO4A1",TRUE,FALSE
"SLCO4C1",TRUE,FALSE
"SLCO5A1",TRUE,FALSE
"SLCO6A1",TRUE,FALSE
"SLFN11",TRUE,FALSE
"SLFN12",TRUE,FALSE
"SLFN13",TRUE,FALSE
"SLFN14",TRUE,FALSE
"SLFN5",TRUE,FALSE
"SLFNL1",TRUE,FALSE
"SLIT1",TRUE,FALSE
"SLIT2",TRUE,FALSE
"SLIT3",TRUE,FALSE
"SLITRK1",TRUE,FALSE
"SLITRK2",TRUE,FALSE
"SLITRK3",TRUE,FALSE
"SLITRK4",TRUE,FALSE
"SLITRK5",TRUE,FALSE
"SLITRK6",TRUE,FALSE
"SLK",TRUE,FALSE
"SLMAP",TRUE,FALSE
"SLMO1",TRUE,FALSE
"SLMO2",TRUE,FALSE
"SLN",TRUE,FALSE
"SLPI",TRUE,FALSE
"SLTM",TRUE,FALSE
"SLU7",TRUE,FALSE
"SLURP1",TRUE,FALSE
"SMA4",TRUE,FALSE
"SMA5",TRUE,FALSE
"SMAD1",TRUE,FALSE
"SMAD2",TRUE,FALSE
"SMAD3",TRUE,FALSE
"SMAD4",TRUE,FALSE
"SMAD5",TRUE,FALSE
"SMAD6",TRUE,FALSE
"SMAD7",TRUE,FALSE
"SMAD9",TRUE,FALSE
"SMAGP",TRUE,FALSE
"SMAP1",TRUE,FALSE
"SMAP2",TRUE,FALSE
"SMARCA1",TRUE,FALSE
"SMARCA2",TRUE,FALSE
"SMARCA4",TRUE,FALSE
"SMARCA5",TRUE,FALSE
"SMARCAD1",TRUE,FALSE
"SMARCAL1",TRUE,FALSE
"SMARCB1",TRUE,FALSE
"SMARCC1",TRUE,FALSE
"SMARCC2",TRUE,FALSE
"SMARCD1",TRUE,FALSE
"SMARCD2",TRUE,FALSE
"SMARCD3",TRUE,FALSE
"SMARCE1",TRUE,FALSE
"SMC1A",TRUE,FALSE
"SMC1B",TRUE,FALSE
"SMC2",TRUE,FALSE
"SMC3",TRUE,FALSE
"SMC4",TRUE,FALSE
"SMC5",TRUE,FALSE
"SMC6",TRUE,FALSE
"SMCP",TRUE,FALSE
"SMCR5",TRUE,FALSE
"SMCR7",TRUE,FALSE
"SMCR7L",TRUE,FALSE
"SMCR8",TRUE,FALSE
"SMEK1",TRUE,FALSE
"SMEK2",TRUE,FALSE
"SMEK3P",TRUE,FALSE
"SMG1",TRUE,FALSE
"SMG5",TRUE,FALSE
"SMG6",TRUE,FALSE
"SMG7",TRUE,FALSE
"SMN1",TRUE,FALSE
"SMN2",TRUE,FALSE
"SMNDC1",TRUE,FALSE
"SMO",TRUE,FALSE
"SMOC1",TRUE,FALSE
"SMOC2",TRUE,FALSE
"SMOX",TRUE,FALSE
"SMPD1",TRUE,FALSE
"SMPD2",TRUE,FALSE
"SMPD3",TRUE,FALSE
"SMPD4",TRUE,FALSE
"SMPDL3A",TRUE,FALSE
"SMPDL3B",TRUE,FALSE
"SMPX",TRUE,FALSE
"SMR3A",TRUE,FALSE
"SMR3B",TRUE,FALSE
"SMS",TRUE,FALSE
"SMTN",TRUE,FALSE
"SMTNL2",TRUE,FALSE
"SMU1",TRUE,FALSE
"SMUG1",TRUE,FALSE
"SMURF1",TRUE,FALSE
"SMURF2",TRUE,FALSE
"SMYD1",TRUE,FALSE
"SMYD2",TRUE,FALSE
"SMYD3",TRUE,FALSE
"SMYD4",TRUE,FALSE
"SMYD5",TRUE,FALSE
"SNAG1",TRUE,FALSE
"SNAI1",TRUE,FALSE
"SNAI2",TRUE,FALSE
"SNAI3",TRUE,FALSE
"SNAP23",TRUE,FALSE
"SNAP25",TRUE,FALSE
"SNAP29",TRUE,FALSE
"SNAP47",TRUE,FALSE
"SNAP91",TRUE,FALSE
"SNAPC1",TRUE,FALSE
"SNAPC2",TRUE,FALSE
"SNAPC3",TRUE,FALSE
"SNAPC4",TRUE,FALSE
"SNAPC5",TRUE,FALSE
"SNAPIN",TRUE,FALSE
"SNAR-I",TRUE,FALSE
"SNCA",TRUE,FALSE
"SNCAIP",TRUE,FALSE
"SNCB",TRUE,FALSE
"SNCG",TRUE,FALSE
"SND1",TRUE,FALSE
"SNF8",TRUE,FALSE
"SNHG1",TRUE,FALSE
"SNHG10",TRUE,FALSE
"SNHG11",TRUE,FALSE
"SNHG12",TRUE,FALSE
"SNHG3",TRUE,FALSE
"SNHG3-RCC1",TRUE,FALSE
"SNHG5",TRUE,FALSE
"SNHG6",TRUE,FALSE
"SNHG7",TRUE,FALSE
"SNHG8",TRUE,FALSE
"SNHG9",TRUE,FALSE
"SNIP",TRUE,FALSE
"SNIP1",TRUE,FALSE
"SNN",TRUE,FALSE
"SNORA1",TRUE,FALSE
"SNORA10",TRUE,FALSE
"SNORA11",TRUE,FALSE
"SNORA11B",TRUE,FALSE
"SNORA11C",TRUE,FALSE
"SNORA11D",TRUE,FALSE
"SNORA11E",TRUE,FALSE
"SNORA12",TRUE,FALSE
"SNORA13",TRUE,FALSE
"SNORA14A",TRUE,FALSE
"SNORA14B",TRUE,FALSE
"SNORA15",TRUE,FALSE
"SNORA16A",TRUE,FALSE
"SNORA16B",TRUE,FALSE
"SNORA17",TRUE,FALSE
"SNORA18",TRUE,FALSE
"SNORA19",TRUE,FALSE
"SNORA20",TRUE,FALSE
"SNORA21",TRUE,FALSE
"SNORA22",TRUE,FALSE
"SNORA23",TRUE,FALSE
"SNORA24",TRUE,FALSE
"SNORA25",TRUE,FALSE
"SNORA26",TRUE,FALSE
"SNORA27",TRUE,FALSE
"SNORA28",TRUE,FALSE
"SNORA29",TRUE,FALSE
"SNORA2A",TRUE,FALSE
"SNORA2B",TRUE,FALSE
"SNORA3",TRUE,FALSE
"SNORA30",TRUE,FALSE
"SNORA31",TRUE,FALSE
"SNORA32",TRUE,FALSE
"SNORA33",TRUE,FALSE
"SNORA34",TRUE,FALSE
"SNORA35",TRUE,FALSE
"SNORA36A",TRUE,FALSE
"SNORA36B",TRUE,FALSE
"SNORA36C",TRUE,FALSE
"SNORA37",TRUE,FALSE
"SNORA38",TRUE,FALSE
"SNORA38B",TRUE,FALSE
"SNORA39",TRUE,FALSE
"SNORA4",TRUE,FALSE
"SNORA40",TRUE,FALSE
"SNORA41",TRUE,FALSE
"SNORA42",TRUE,FALSE
"SNORA43",TRUE,FALSE
"SNORA45",TRUE,FALSE
"SNORA46",TRUE,FALSE
"SNORA47",TRUE,FALSE
"SNORA48",TRUE,FALSE
"SNORA49",TRUE,FALSE
"SNORA50",TRUE,FALSE
"SNORA51",TRUE,FALSE
"SNORA52",TRUE,FALSE
"SNORA53",TRUE,FALSE
"SNORA54",TRUE,FALSE
"SNORA55",TRUE,FALSE
"SNORA56",TRUE,FALSE
"SNORA57",TRUE,FALSE
"SNORA58",TRUE,FALSE
"SNORA59A",TRUE,FALSE
"SNORA59B",TRUE,FALSE
"SNORA5A",TRUE,FALSE
"SNORA5B",TRUE,FALSE
"SNORA5C",TRUE,FALSE
"SNORA6",TRUE,FALSE
"SNORA60",TRUE,FALSE
"SNORA61",TRUE,FALSE
"SNORA62",TRUE,FALSE
"SNORA63",TRUE,FALSE
"SNORA64",TRUE,FALSE
"SNORA65",TRUE,FALSE
"SNORA66",TRUE,FALSE
"SNORA67",TRUE,FALSE
"SNORA68",TRUE,FALSE
"SNORA69",TRUE,FALSE
"SNORA70B",TRUE,FALSE
"SNORA70C",TRUE,FALSE
"SNORA71A",TRUE,FALSE
"SNORA71B",TRUE,FALSE
"SNORA71C",TRUE,FALSE
"SNORA71D",TRUE,FALSE
"SNORA72",TRUE,FALSE
"SNORA73A",TRUE,FALSE
"SNORA73B",TRUE,FALSE
"SNORA74A",TRUE,FALSE
"SNORA74B",TRUE,FALSE
"SNORA75",TRUE,FALSE
"SNORA76",TRUE,FALSE
"SNORA77",TRUE,FALSE
"SNORA78",TRUE,FALSE
"SNORA79",TRUE,FALSE
"SNORA7A",TRUE,FALSE
"SNORA8",TRUE,FALSE
"SNORA80",TRUE,FALSE
"SNORA81",TRUE,FALSE
"SNORA84",TRUE,FALSE
"SNORA9",TRUE,FALSE
"SNORD10",TRUE,FALSE
"SNORD100",TRUE,FALSE
"SNORD101",TRUE,FALSE
"SNORD102",TRUE,FALSE
"SNORD103A",TRUE,FALSE
"SNORD104",TRUE,FALSE
"SNORD105",TRUE,FALSE
"SNORD107",TRUE,FALSE
"SNORD109A",TRUE,FALSE
"SNORD11",TRUE,FALSE
"SNORD110",TRUE,FALSE
"SNORD111",TRUE,FALSE
"SNORD111B",TRUE,FALSE
"SNORD112",TRUE,FALSE
"SNORD113-1",TRUE,FALSE
"SNORD113-2",TRUE,FALSE
"SNORD113-3",TRUE,FALSE
"SNORD113-4",TRUE,FALSE
"SNORD113-5",TRUE,FALSE
"SNORD113-6",TRUE,FALSE
"SNORD113-7",TRUE,FALSE
"SNORD113-8",TRUE,FALSE
"SNORD113-9",TRUE,FALSE
"SNORD114-1",TRUE,FALSE
"SNORD114-11",TRUE,FALSE
"SNORD114-13",TRUE,FALSE
"SNORD114-17",TRUE,FALSE
"SNORD114-19",TRUE,FALSE
"SNORD114-2",TRUE,FALSE
"SNORD114-24",TRUE,FALSE
"SNORD114-27",TRUE,FALSE
"SNORD114-29",TRUE,FALSE
"SNORD114-3",TRUE,FALSE
"SNORD114-30",TRUE,FALSE
"SNORD114-31",TRUE,FALSE
"SNORD114-4",TRUE,FALSE
"SNORD114-7",TRUE,FALSE
"SNORD114-8",TRUE,FALSE
"SNORD115-48",TRUE,FALSE
"SNORD116-13",TRUE,FALSE
"SNORD116-2",TRUE,FALSE
"SNORD116-27",TRUE,FALSE
"SNORD116-4",TRUE,FALSE
"SNORD117",TRUE,FALSE
"SNORD119",TRUE,FALSE
"SNORD11B",TRUE,FALSE
"SNORD12",TRUE,FALSE
"SNORD121A",TRUE,FALSE
"SNORD121B",TRUE,FALSE
"SNORD123",TRUE,FALSE
"SNORD124",TRUE,FALSE
"SNORD125",TRUE,FALSE
"SNORD126",TRUE,FALSE
"SNORD127",TRUE,FALSE
"SNORD12B",TRUE,FALSE
"SNORD12C",TRUE,FALSE
"SNORD15A",TRUE,FALSE
"SNORD15B",TRUE,FALSE
"SNORD16",TRUE,FALSE
"SNORD17",TRUE,FALSE
"SNORD18A",TRUE,FALSE
"SNORD19",TRUE,FALSE
"SNORD19B",TRUE,FALSE
"SNORD1A",TRUE,FALSE
"SNORD1B",TRUE,FALSE
"SNORD1C",TRUE,FALSE
"SNORD2",TRUE,FALSE
"SNORD20",TRUE,FALSE
"SNORD21",TRUE,FALSE
"SNORD22",TRUE,FALSE
"SNORD24",TRUE,FALSE
"SNORD25",TRUE,FALSE
"SNORD26",TRUE,FALSE
"SNORD27",TRUE,FALSE
"SNORD28",TRUE,FALSE
"SNORD30",TRUE,FALSE
"SNORD31",TRUE,FALSE
"SNORD32B",TRUE,FALSE
"SNORD33",TRUE,FALSE
"SNORD34",TRUE,FALSE
"SNORD35A",TRUE,FALSE
"SNORD35B",TRUE,FALSE
"SNORD36A",TRUE,FALSE
"SNORD36B",TRUE,FALSE
"SNORD36C",TRUE,FALSE
"SNORD37",TRUE,FALSE
"SNORD38A",TRUE,FALSE
"SNORD38B",TRUE,FALSE
"SNORD3A",TRUE,FALSE
"SNORD3C",TRUE,FALSE
"SNORD3D",TRUE,FALSE
"SNORD41",TRUE,FALSE
"SNORD42A",TRUE,FALSE
"SNORD42B",TRUE,FALSE
"SNORD43",TRUE,FALSE
"SNORD44",TRUE,FALSE
"SNORD45A",TRUE,FALSE
"SNORD45B",TRUE,FALSE
"SNORD45C",TRUE,FALSE
"SNORD46",TRUE,FALSE
"SNORD47",TRUE,FALSE
"SNORD48",TRUE,FALSE
"SNORD49A",TRUE,FALSE
"SNORD4A",TRUE,FALSE
"SNORD4B",TRUE,FALSE
"SNORD5",TRUE,FALSE
"SNORD50B",TRUE,FALSE
"SNORD51",TRUE,FALSE
"SNORD52",TRUE,FALSE
"SNORD53",TRUE,FALSE
"SNORD54",TRUE,FALSE
"SNORD55",TRUE,FALSE
"SNORD56",TRUE,FALSE
"SNORD57",TRUE,FALSE
"SNORD58A",TRUE,FALSE
"SNORD58B",TRUE,FALSE
"SNORD58C",TRUE,FALSE
"SNORD59A",TRUE,FALSE
"SNORD59B",TRUE,FALSE
"SNORD6",TRUE,FALSE
"SNORD60",TRUE,FALSE
"SNORD61",TRUE,FALSE
"SNORD62B",TRUE,FALSE
"SNORD63",TRUE,FALSE
"SNORD65",TRUE,FALSE
"SNORD66",TRUE,FALSE
"SNORD67",TRUE,FALSE
"SNORD68",TRUE,FALSE
"SNORD7",TRUE,FALSE
"SNORD70",TRUE,FALSE
"SNORD71",TRUE,FALSE
"SNORD72",TRUE,FALSE
"SNORD73A",TRUE,FALSE
"SNORD74",TRUE,FALSE
"SNORD76",TRUE,FALSE
"SNORD77",TRUE,FALSE
"SNORD78",TRUE,FALSE
"SNORD79",TRUE,FALSE
"SNORD8",TRUE,FALSE
"SNORD80",TRUE,FALSE
"SNORD83A",TRUE,FALSE
"SNORD83B",TRUE,FALSE
"SNORD84",TRUE,FALSE
"SNORD85",TRUE,FALSE
"SNORD87",TRUE,FALSE
"SNORD88B",TRUE,FALSE
"SNORD88C",TRUE,FALSE
"SNORD89",TRUE,FALSE
"SNORD9",TRUE,FALSE
"SNORD90",TRUE,FALSE
"SNORD91A",TRUE,FALSE
"SNORD91B",TRUE,FALSE
"SNORD92",TRUE,FALSE
"SNORD93",TRUE,FALSE
"SNORD94",TRUE,FALSE
"SNORD95",TRUE,FALSE
"SNORD96A",TRUE,FALSE
"SNORD96B",TRUE,FALSE
"SNORD97",TRUE,FALSE
"SNORD98",TRUE,FALSE
"SNORD99",TRUE,FALSE
"SNPH",TRUE,FALSE
"SNRK",TRUE,FALSE
"SNRNP200",TRUE,FALSE
"SNRNP25",TRUE,FALSE
"SNRNP27",TRUE,FALSE
"SNRNP35",TRUE,FALSE
"SNRNP40",TRUE,FALSE
"SNRNP48",TRUE,FALSE
"SNRNP70",TRUE,FALSE
"SNRP70",TRUE,FALSE
"SNRPA",TRUE,FALSE
"SNRPA1",TRUE,FALSE
"SNRPB",TRUE,FALSE
"SNRPB2",TRUE,FALSE
"SNRPC",TRUE,FALSE
"SNRPD1",TRUE,FALSE
"SNRPD2",TRUE,FALSE
"SNRPD3",TRUE,FALSE
"SNRPE",TRUE,FALSE
"SNRPF",TRUE,FALSE
"SNRPG",TRUE,FALSE
"SNRPN",TRUE,FALSE
"SNTA1",TRUE,FALSE
"SNTB1",TRUE,FALSE
"SNTB2",TRUE,FALSE
"SNTG1",TRUE,FALSE
"SNTG2",TRUE,FALSE
"SNTN",TRUE,FALSE
"SNUPN",TRUE,FALSE
"SNURF",TRUE,FALSE
"SNW1",TRUE,FALSE
"SNX1",TRUE,FALSE
"SNX10",TRUE,FALSE
"SNX11",TRUE,FALSE
"SNX12",TRUE,FALSE
"SNX13",TRUE,FALSE
"SNX14",TRUE,FALSE
"SNX15",TRUE,FALSE
"SNX16",TRUE,FALSE
"SNX17",TRUE,FALSE
"SNX18",TRUE,FALSE
"SNX19",TRUE,FALSE
"SNX2",TRUE,FALSE
"SNX20",TRUE,FALSE
"SNX21",TRUE,FALSE
"SNX22",TRUE,FALSE
"SNX24",TRUE,FALSE
"SNX25",TRUE,FALSE
"SNX26",TRUE,FALSE
"SNX27",TRUE,FALSE
"SNX3",TRUE,FALSE
"SNX31",TRUE,FALSE
"SNX32",TRUE,FALSE
"SNX33",TRUE,FALSE
"SNX4",TRUE,FALSE
"SNX5",TRUE,FALSE
"SNX6",TRUE,FALSE
"SNX7",TRUE,FALSE
"SNX8",TRUE,FALSE
"SNX9",TRUE,FALSE
"SOAT1",TRUE,FALSE
"SOAT2",TRUE,FALSE
"SOBP",TRUE,FALSE
"SOCS1",TRUE,FALSE
"SOCS2",TRUE,FALSE
"SOCS3",TRUE,FALSE
"SOCS4",TRUE,FALSE
"SOCS5",TRUE,FALSE
"SOCS6",TRUE,FALSE
"SOCS7",TRUE,FALSE
"SOD1",TRUE,FALSE
"SOD2",TRUE,FALSE
"SOD3",TRUE,FALSE
"SOHLH1",TRUE,FALSE
"SOHLH2",TRUE,FALSE
"SOLH",TRUE,FALSE
"SON",TRUE,FALSE
"SORBS1",TRUE,FALSE
"SORBS2",TRUE,FALSE
"SORBS3",TRUE,FALSE
"SORCS1",TRUE,FALSE
"SORCS2",TRUE,FALSE
"SORCS3",TRUE,FALSE
"SORD",TRUE,FALSE
"SORL1",TRUE,FALSE
"SORT1",TRUE,FALSE
"SOS1",TRUE,FALSE
"SOS2",TRUE,FALSE
"SOST",TRUE,FALSE
"SOSTDC1",TRUE,FALSE
"SOX1",TRUE,FALSE
"SOX10",TRUE,FALSE
"SOX11",TRUE,FALSE
"SOX12",TRUE,FALSE
"SOX13",TRUE,FALSE
"SOX14",TRUE,FALSE
"SOX15",TRUE,FALSE
"SOX17",TRUE,FALSE
"SOX18",TRUE,FALSE
"SOX2",TRUE,FALSE
"SOX21",TRUE,FALSE
"SOX2OT",TRUE,FALSE
"SOX3",TRUE,FALSE
"SOX30",TRUE,FALSE
"SOX4",TRUE,FALSE
"SOX5",TRUE,FALSE
"SOX6",TRUE,FALSE
"SOX7",TRUE,FALSE
"SOX8",TRUE,FALSE
"SOX9",TRUE,FALSE
"SP1",TRUE,FALSE
"SP100",TRUE,FALSE
"SP110",TRUE,FALSE
"SP140",TRUE,FALSE
"SP140L",TRUE,FALSE
"SP2",TRUE,FALSE
"SP3",TRUE,FALSE
"SP4",TRUE,FALSE
"SP5",TRUE,FALSE
"SP6",TRUE,FALSE
"SP7",TRUE,FALSE
"SP8",TRUE,FALSE
"SPA17",TRUE,FALSE
"SPACA1",TRUE,FALSE
"SPACA3",TRUE,FALSE
"SPACA4",TRUE,FALSE
"SPACA5",TRUE,FALSE
"SPACA5B",TRUE,FALSE
"SPAG1",TRUE,FALSE
"SPAG11A",TRUE,FALSE
"SPAG11B",TRUE,FALSE
"SPAG16",TRUE,FALSE
"SPAG17",TRUE,FALSE
"SPAG4",TRUE,FALSE
"SPAG4L",TRUE,FALSE
"SPAG5",TRUE,FALSE
"SPAG6",TRUE,FALSE
"SPAG7",TRUE,FALSE
"SPAG8",TRUE,FALSE
"SPAG9",TRUE,FALSE
"SPAM1",TRUE,FALSE
"SPANXA1",TRUE,FALSE
"SPANXB1",TRUE,FALSE
"SPANXC",TRUE,FALSE
"SPANXD",TRUE,FALSE
"SPANXE",TRUE,FALSE
"SPANXF1",TRUE,FALSE
"SPANXN1",TRUE,FALSE
"SPANXN2",TRUE,FALSE
"SPANXN3",TRUE,FALSE
"SPANXN4",TRUE,FALSE
"SPANXN5",TRUE,FALSE
"SPARC",TRUE,FALSE
"SPARCL1",TRUE,FALSE
"SPAST",TRUE,FALSE
"SPATA1",TRUE,FALSE
"SPATA12",TRUE,FALSE
"SPATA13",TRUE,FALSE
"SPATA16",TRUE,FALSE
"SPATA17",TRUE,FALSE
"SPATA18",TRUE,FALSE
"SPATA19",TRUE,FALSE
"SPATA2",TRUE,FALSE
"SPATA20",TRUE,FALSE
"SPATA21",TRUE,FALSE
"SPATA22",TRUE,FALSE
"SPATA2L",TRUE,FALSE
"SPATA3",TRUE,FALSE
"SPATA4",TRUE,FALSE
"SPATA5",TRUE,FALSE
"SPATA5L1",TRUE,FALSE
"SPATA6",TRUE,FALSE
"SPATA7",TRUE,FALSE
"SPATA8",TRUE,FALSE
"SPATA9",TRUE,FALSE
"SPATC1",TRUE,FALSE
"SPATS1",TRUE,FALSE
"SPATS2",TRUE,FALSE
"SPATS2L",TRUE,FALSE
"SPC24",TRUE,FALSE
"SPC25",TRUE,FALSE
"SPCS1",TRUE,FALSE
"SPCS2",TRUE,FALSE
"SPCS3",TRUE,FALSE
"SPDEF",TRUE,FALSE
"SPDYA",TRUE,FALSE
"SPDYC",TRUE,FALSE
"SPDYE1",TRUE,FALSE
"SPEF1",TRUE,FALSE
"SPEF2",TRUE,FALSE
"SPEM1",TRUE,FALSE
"SPEN",TRUE,FALSE
"SPERT",TRUE,FALSE
"SPESP1",TRUE,FALSE
"SPG11",TRUE,FALSE
"SPG20",TRUE,FALSE
"SPG21",TRUE,FALSE
"SPG3A",TRUE,FALSE
"SPG7",TRUE,FALSE
"SPHAR",TRUE,FALSE
"SPHK1",TRUE,FALSE
"SPHK2",TRUE,FALSE
"SPHKAP",TRUE,FALSE
"SPI1",TRUE,FALSE
"SPIB",TRUE,FALSE
"SPIC",TRUE,FALSE
"SPIN1",TRUE,FALSE
"SPIN2A",TRUE,FALSE
"SPIN2B",TRUE,FALSE
"SPIN4",TRUE,FALSE
"SPINK1",TRUE,FALSE
"SPINK2",TRUE,FALSE
